GEO_ID,NAME,B02001_001E,B02001_001M,B02001_002E,XXXXX,B02001_002M,B02001_003E,XXXX,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M
1400000US22061960300,"Census Tract 9603, Lincoln Parish, Louisiana",5070,344,487,9.605522682,104,4412,87.02169625,372,5,9,18,23,0,18,131,162,17,29,0,18,17,29
1400000US22061960400,"Census Tract 9604, Lincoln Parish, Louisiana",5227,528,3967,75.89439449,371,939,17.96441553,447,0,18,58,50,0,18,54,65,209,114,0,18,209,114
1400000US22061960500,"Census Tract 9605, Lincoln Parish, Louisiana",4147,414,2873,69.27899687,331,625,15.07113576,240,0,13,385,145,0,13,188,149,76,57,0,13,76,57
1400000US22061960600,"Census Tract 9606, Lincoln Parish, Louisiana",4741,556,2500,52.73149125,422,2027,42.7546931,404,0,13,0,13,0,13,153,181,61,49,44,45,17,27
1400000US22061960700,"Census Tract 9607, Lincoln Parish, Louisiana",6627,418,6051,91.30828429,412,401,6.051003471,133,56,77,86,87,1,2,6,12,26,31,9,16,17,26
1400000US22061960800,"Census Tract 9608, Lincoln Parish, Louisiana",3972,432,895,22.5327291,266,3050,76.78751259,374,0,13,0,13,0,13,0,13,27,46,0,13,27,46
1400000US22061960900,"Census Tract 9609, Lincoln Parish, Louisiana",2785,412,237,8.509874327,129,2471,88.72531418,377,31,53,35,49,0,13,0,13,11,15,4,7,7,13
1400000US22061961000,"Census Tract 9610, Lincoln Parish, Louisiana",6482,643,3138,48.41098426,423,3111,47.99444616,549,17,22,131,73,0,18,53,55,32,57,15,28,17,30
1400000US22063040100,"Census Tract 401, Livingston Parish, Louisiana",8901,1027,8100,91.00101112,810,391,4.392764858,516,0,18,0,18,0,18,336,346,74,69,0,18,74,69
1400000US22063040201,"Census Tract 402.01, Livingston Parish, Louisiana",7603,512,7384,97.11955807,473,198,2.60423517,116,0,18,0,18,10,19,0,18,11,19,0,18,11,19
1400000US22063040202,"Census Tract 402.02, Livingston Parish, Louisiana",4589,462,4380,95.44563086,477,18,0.392242319,20,24,59,0,13,0,13,0,13,167,108,0,13,167,108
1400000US22063040301,"Census Tract 403.01, Livingston Parish, Louisiana",9698,834,8913,91.90554754,877,363,3.743039802,338,71,107,19,31,0,18,0,18,332,439,0,18,332,439
1400000US22063040303,"Census Tract 403.03, Livingston Parish, Louisiana",10601,880,10042,94.72691256,921,224,2.113008207,194,0,20,92,97,0,20,0,20,243,191,21,37,222,192
1400000US22063040304,"Census Tract 403.04, Livingston Parish, Louisiana",5768,804,5429,94.12274619,726,0,0,18,0,18,51,50,0,18,0,18,288,290,0,18,288,290
1400000US22063040401,"Census Tract 404.01, Livingston Parish, Louisiana",7404,648,6709,90.61318206,762,436,5.888708806,455,0,18,234,274,0,18,25,53,0,18,0,18,0,18
1400000US22063040402,"Census Tract 404.02, Livingston Parish, Louisiana",8557,746,7412,86.61914222,701,834,9.746406451,388,86,118,51,86,0,18,0,18,174,177,0,18,174,177
1400000US22063040500,"Census Tract 405, Livingston Parish, Louisiana",11405,1251,10438,91.5212626,1169,635,5.56773345,419,0,20,0,20,0,20,44,72,288,253,0,20,288,253
1400000US22063040600,"Census Tract 406, Livingston Parish, Louisiana",9054,803,7615,84.10647228,720,1353,14.94367131,360,15,26,0,18,0,18,22,36,49,57,21,35,28,48
1400000US22063040700,"Census Tract 407, Livingston Parish, Louisiana",3703,487,3509,94.76100459,499,122,3.294625979,133,0,13,0,13,0,13,72,108,0,13,0,13,0,13
1400000US22063040802,"Census Tract 408.02, Livingston Parish, Louisiana",6455,681,6170,95.58481797,612,28,0.43377227,44,14,19,80,128,9,15,15,22,139,176,0,18,139,176
1400000US22063040804,"Census Tract 408.04, Livingston Parish, Louisiana",18933,1358,15921,84.09126921,1300,2473,13.06184968,629,22,33,264,192,0,20,0,20,253,239,0,20,253,239
1400000US22063040805,"Census Tract 408.05, Livingston Parish, Louisiana",5789,596,5073,87.63171532,671,160,2.763862498,142,22,39,0,18,0,18,496,398,38,86,0,18,38,86
1400000US22063040806,"Census Tract 408.06, Livingston Parish, Louisiana",7658,858,6543,85.44006268,712,315,4.113345521,244,297,339,0,18,0,18,140,185,363,300,0,18,363,300
1400000US22063040901,"Census Tract 409.01, Livingston Parish, Louisiana",7128,742,6410,89.92704826,644,608,8.529741863,393,0,18,15,27,0,18,0,18,95,93,0,18,95,93
1400000US22063040902,"Census Tract 409.02, Livingston Parish, Louisiana",5682,771,5462,96.1281239,764,147,2.587117212,103,0,18,61,83,0,18,0,18,12,17,0,18,12,17
1400000US22065960100,"Census Tract 9601, Madison Parish, Louisiana",1813,203,1397,77.05460563,203,378,20.84942085,151,17,21,0,13,0,13,21,20,0,13,0,13,0,13
1400000US22065960200,"Census Tract 9602, Madison Parish, Louisiana",3171,260,1463,46.13686534,168,1682,53.04320404,268,0,13,0,13,0,13,0,13,26,36,0,13,26,36
1400000US22065960300,"Census Tract 9603, Madison Parish, Louisiana",2444,321,256,10.47463175,119,2166,88.62520458,321,0,13,0,13,0,13,14,13,8,13,0,13,8,13
1400000US22065960400,"Census Tract 9604, Madison Parish, Louisiana",1566,230,25,1.59642401,27,1541,98.40357599,231,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22065960500,"Census Tract 9605, Madison Parish, Louisiana",2312,270,854,36.93771626,196,1435,62.06747405,276,0,13,0,13,0,13,23,33,0,13,0,13,0,13
1400000US22067950100,"Census Tract 9501, Morehouse Parish, Louisiana",1399,268,960,68.62044317,180,412,29.44960686,174,0,13,0,13,0,13,15,21,12,21,0,13,12,21
1400000US22067950200,"Census Tract 9502, Morehouse Parish, Louisiana",4993,569,3978,79.67154016,373,917,18.365712,504,18,31,24,31,0,13,56,103,0,13,0,13,0,13
1400000US22067950300,"Census Tract 9503, Morehouse Parish, Louisiana",2407,295,1808,75.1142501,206,579,24.05484005,227,11,19,0,13,0,13,0,13,9,15,0,13,9,15
1400000US22067950400,"Census Tract 9504, Morehouse Parish, Louisiana",3359,447,246,7.323608217,153,3050,90.80083358,434,0,13,42,58,0,13,2,5,19,21,0,13,19,21
1400000US22067950500,"Census Tract 9505, Morehouse Parish, Louisiana",3821,455,1582,41.40277414,368,2169,56.7652447,498,0,13,7,10,0,13,0,13,63,55,0,13,63,55
1400000US22067950600,"Census Tract 9506, Morehouse Parish, Louisiana",2729,322,1854,67.93697325,249,859,31.4767314,247,0,13,16,26,0,13,0,13,0,13,0,13,0,13
1400000US22067950700,"Census Tract 9507, Morehouse Parish, Louisiana",3101,362,1921,61.94775879,241,1111,35.82715253,260,0,13,40,51,0,13,0,13,29,47,29,47,0,13
1400000US22067950800,"Census Tract 9508, Morehouse Parish, Louisiana",3801,596,315,8.287292818,93,3486,91.71270718,608,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22069000100,"Census Tract 1, Natchitoches Parish, Louisiana",1755,258,1349,76.86609687,221,330,18.8034188,107,38,34,5,12,0,13,0,13,33,38,0,13,33,38
1400000US22069000200,"Census Tract 2, Natchitoches Parish, Louisiana",3980,415,2676,67.2361809,329,1082,27.18592965,300,17,22,29,49,0,13,89,104,87,72,0,13,87,72
1400000US22069000300,"Census Tract 3, Natchitoches Parish, Louisiana",4514,502,3356,74.34647763,404,983,21.77669473,389,24,20,3,6,0,13,15,15,133,117,0,13,133,117
1400000US22069000400,"Census Tract 4, Natchitoches Parish, Louisiana",3305,553,391,11.83055976,141,2844,86.05143722,556,0,13,0,13,0,13,70,110,0,13,0,13,0,13
1400000US22069000500,"Census Tract 5, Natchitoches Parish, Louisiana",4090,460,2904,71.00244499,412,890,21.7603912,283,52,83,50,63,0,13,103,98,91,83,0,13,91,83
1400000US22069000600,"Census Tract 6, Natchitoches Parish, Louisiana",8059,738,3049,37.8334781,612,4657,57.78632585,778,48,65,0,18,0,18,240,161,65,74,0,18,65,74
1400000US22069000700,"Census Tract 7, Natchitoches Parish, Louisiana",3794,639,841,22.16657881,343,2855,75.25039536,588,22,27,18,33,0,13,38,55,20,31,0,13,20,31
1400000US22069000800,"Census Tract 8, Natchitoches Parish, Louisiana",4071,408,3310,81.30680423,406,670,16.45787276,164,15,22,25,40,0,13,5,8,46,61,0,13,46,61
1400000US22069000900,"Census Tract 9, Natchitoches Parish, Louisiana",5201,554,2789,53.62430302,399,1685,32.39761584,411,101,80,155,118,0,18,238,128,233,138,41,35,192,128
1400000US22071000100,"Census Tract 1, Orleans Parish, Louisiana",2584,276,2315,89.58978328,250,236,9.133126935,103,0,13,33,35,0,13,0,13,0,13,0,13,0,13
1400000US22071000200,"Census Tract 2, Orleans Parish, Louisiana",1202,232,288,23.96006656,121,876,72.87853577,239,6,9,0,13,0,13,0,13,32,28,11,16,21,23
1400000US22071000300,"Census Tract 3, Orleans Parish, Louisiana",1361,350,133,9.772226304,72,1228,90.2277737,358,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22071000400,"Census Tract 4, Orleans Parish, Louisiana",1937,311,340,17.55291688,95,1522,78.57511616,296,26,32,22,20,0,13,27,38,0,13,0,13,0,13
1400000US22071000601,"Census Tract 6.01, Orleans Parish, Louisiana",953,199,24,2.518363064,29,929,97.48163694,195,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22071000602,"Census Tract 6.02, Orleans Parish, Louisiana",2364,492,321,13.5786802,178,1897,80.24534687,459,0,13,4,8,0,13,135,161,7,14,7,14,0,13
1400000US22071000603,"Census Tract 6.03, Orleans Parish, Louisiana",1072,262,64,5.970149254,46,856,79.85074627,250,0,13,11,17,0,13,97,98,44,55,0,13,44,55
1400000US22071000604,"Census Tract 6.04, Orleans Parish, Louisiana",3892,540,616,15.82733813,359,3019,77.56937307,548,11,18,8,14,0,13,0,13,238,247,165,240,73,89
1400000US22071000605,"Census Tract 6.05, Orleans Parish, Louisiana",2242,316,454,20.24977698,119,1666,74.30865299,330,0,13,5,7,0,13,105,83,12,14,4,7,8,12
1400000US22071000606,"Census Tract 6.06, Orleans Parish, Louisiana",4326,440,1390,32.13129912,235,2372,54.83125289,375,19,27,267,161,0,13,117,95,161,157,0,13,161,157
1400000US22071000607,"Census Tract 6.07, Orleans Parish, Louisiana",4681,564,1720,36.74428541,320,2274,48.57936338,472,8,14,60,49,0,13,456,296,163,117,0,13,163,117
1400000US22071000611,"Census Tract 6.11, Orleans Parish, Louisiana",4641,704,20,0.430941607,22,3972,85.58500323,661,0,13,525,266,0,13,124,109,0,13,0,13,0,13
1400000US22071000612,"Census Tract 6.12, Orleans Parish, Louisiana",2043,519,993,48.60499266,164,748,36.61282428,493,4,7,179,103,0,13,92,123,27,24,0,13,27,24
1400000US22071000613,"Census Tract 6.13, Orleans Parish, Louisiana",5379,730,505,9.388362149,229,4771,88.69678379,768,0,18,58,83,0,18,38,43,7,12,0,18,7,12
1400000US22071000615,"Census Tract 6.15, Orleans Parish, Louisiana",4248,653,884,20.80979284,246,2995,70.50376648,635,0,13,165,103,0,13,126,168,78,75,0,13,78,75
1400000US22071000616,"Census Tract 6.16, Orleans Parish, Louisiana",4261,578,1649,38.69983572,280,2313,54.28303215,483,0,13,52,48,0,13,36,54,211,151,13,20,198,140
1400000US22071000617,"Census Tract 6.17, Orleans Parish, Louisiana",5258,763,369,7.01787752,193,4449,84.61392164,715,0,18,118,124,0,18,267,364,55,60,0,18,55,60
1400000US22071000618,"Census Tract 6.18, Orleans Parish, Louisiana",4894,561,1192,24.35635472,285,3524,72.00653862,551,0,13,178,116,0,13,0,13,0,13,0,13,0,13
1400000US22071000701,"Census Tract 7.01, Orleans Parish, Louisiana",832,229,45,5.408653846,34,744,89.42307692,226,0,13,7,11,0,13,28,46,8,8,0,13,8,8
1400000US22071000702,"Census Tract 7.02, Orleans Parish, Louisiana",1808,341,340,18.80530973,115,1371,75.82964602,321,0,13,57,66,0,13,0,13,40,38,0,13,40,38
1400000US22071000800,"Census Tract 8, Orleans Parish, Louisiana",1593,215,252,15.81920904,90,1297,81.41870684,215,0,13,0,13,0,13,0,13,44,52,0,13,44,52
1400000US22071000901,"Census Tract 9.01, Orleans Parish, Louisiana",953,200,162,16.99895068,134,791,83.00104932,219,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22071000902,"Census Tract 9.02, Orleans Parish, Louisiana",493,183,15,3.042596349,16,458,92.90060852,178,0,13,0,13,0,13,20,27,0,13,0,13,0,13
1400000US22071000903,"Census Tract 9.03, Orleans Parish, Louisiana",750,184,8,1.066666667,9,739,98.53333333,185,0,13,0,13,0,13,0,13,3,6,0,13,3,6
1400000US22071000904,"Census Tract 9.04, Orleans Parish, Louisiana",1046,163,52,4.971319312,28,986,94.26386233,163,3,5,0,13,5,9,0,13,0,13,0,13,0,13
1400000US22071001100,"Census Tract 11, Orleans Parish, Louisiana",1814,229,1045,57.60749724,138,705,38.86438809,167,10,15,9,12,0,13,20,24,25,29,0,13,25,29
1400000US22071001200,"Census Tract 12, Orleans Parish, Louisiana",1727,235,1388,80.37058483,218,215,12.44933411,104,11,12,17,18,0,13,79,54,17,18,6,10,11,16
1400000US22071001301,"Census Tract 13.01, Orleans Parish, Louisiana",2040,290,770,37.74509804,147,1176,57.64705882,282,0,13,21,24,0,13,9,10,64,67,0,13,64,67
1400000US22071001302,"Census Tract 13.02, Orleans Parish, Louisiana",1180,224,268,22.71186441,109,890,75.42372881,221,0,13,0,13,0,13,0,13,22,31,0,13,22,31
1400000US22071001401,"Census Tract 14.01, Orleans Parish, Louisiana",1401,221,70,4.996431121,49,1331,95.00356888,224,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22071001402,"Census Tract 14.02, Orleans Parish, Louisiana",1947,253,248,12.73754494,127,1504,77.24704674,240,5,8,0,13,0,13,24,23,166,125,0,13,166,125
1400000US22071001500,"Census Tract 15, Orleans Parish, Louisiana",930,209,233,25.05376344,84,681,73.22580645,197,0,13,0,13,0,13,0,13,16,14,0,13,16,14
1400000US22071001600,"Census Tract 16, Orleans Parish, Louisiana",0,13,0,#DIV/0!,13,0,#DIV/0!,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22071001701,"Census Tract 17.01, Orleans Parish, Louisiana",2011,277,46,2.287419194,59,1946,96.76777723,277,0,13,0,13,0,13,0,13,19,19,0,13,19,19
1400000US22071001702,"Census Tract 17.02, Orleans Parish, Louisiana",3185,477,761,23.89324961,187,2238,70.26687598,454,0,13,57,92,0,13,90,93,39,34,0,13,39,34
1400000US22071001720,"Census Tract 17.20, Orleans Parish, Louisiana",3555,533,80,2.250351617,55,3445,96.90576653,528,0,13,0,13,0,13,0,13,30,46,0,13,30,46
1400000US22071001722,"Census Tract 17.22, Orleans Parish, Louisiana",4679,612,66,1.410557811,45,4517,96.53772174,608,0,13,0,13,0,13,25,29,71,94,59,93,12,16
1400000US22071001723,"Census Tract 17.23, Orleans Parish, Louisiana",5083,616,105,2.065709227,67,4846,95.33739917,625,7,13,66,74,0,18,0,18,59,59,6,10,53,59
1400000US22071001724,"Census Tract 17.24, Orleans Parish, Louisiana",5550,713,269,4.846846847,184,5173,93.20720721,718,0,18,4,9,0,18,46,70,58,53,27,42,31,31
1400000US22071001725,"Census Tract 17.25, Orleans Parish, Louisiana",6801,1187,312,4.587560653,189,6380,93.80973386,1108,39,63,0,18,0,18,19,47,51,114,45,112,6,9
1400000US22071001730,"Census Tract 17.30, Orleans Parish, Louisiana",1141,179,45,3.943908852,63,957,83.87379492,241,0,13,55,61,0,13,84,99,0,13,0,13,0,13
1400000US22071001734,"Census Tract 17.34, Orleans Parish, Louisiana",854,149,784,91.80327869,182,31,3.629976581,36,0,13,2,4,0,13,14,29,23,23,8,13,15,19
1400000US22071001735,"Census Tract 17.35, Orleans Parish, Louisiana",2841,375,35,1.231960577,32,2646,93.13621964,367,0,13,0,13,23,31,44,40,93,98,0,13,93,98
1400000US22071001736,"Census Tract 17.36, Orleans Parish, Louisiana",1899,321,33,1.737756714,30,1725,90.83728278,306,0,13,0,13,0,13,59,80,82,76,36,53,46,46
1400000US22071001737,"Census Tract 17.37, Orleans Parish, Louisiana",3432,420,135,3.933566434,75,3159,92.04545455,419,46,56,0,13,0,13,0,13,92,76,0,13,92,76
1400000US22071001739,"Census Tract 17.39, Orleans Parish, Louisiana",2041,230,34,1.665850073,38,1886,92.40568349,214,0,13,52,81,0,13,0,13,69,60,25,39,44,48
1400000US22071001740,"Census Tract 17.40, Orleans Parish, Louisiana",5325,716,67,1.258215962,59,4960,93.14553991,781,0,18,298,273,0,18,0,18,0,18,0,18,0,18
1400000US22071001741,"Census Tract 17.41, Orleans Parish, Louisiana",1559,232,6,0.384862091,9,1056,67.73572803,206,0,13,431,120,0,13,52,46,14,21,14,21,0,13
1400000US22071001743,"Census Tract 17.43, Orleans Parish, Louisiana",2497,351,102,4.084901882,87,2368,94.83380056,352,0,13,0,13,0,13,0,13,27,36,0,13,27,36
1400000US22071001744,"Census Tract 17.44, Orleans Parish, Louisiana",5134,546,31,0.603817686,36,5077,98.88975458,548,0,18,26,45,0,18,0,18,0,18,0,18,0,18
1400000US22071001745,"Census Tract 17.45, Orleans Parish, Louisiana",4026,632,165,4.098360656,120,3547,88.10233482,614,0,13,276,254,0,13,0,13,38,46,0,13,38,46
1400000US22071001746,"Census Tract 17.46, Orleans Parish, Louisiana",3752,607,167,4.450959488,157,3575,95.28251599,607,0,13,0,13,0,13,0,13,10,14,10,14,0,13
1400000US22071001747,"Census Tract 17.47, Orleans Parish, Louisiana",4320,430,0,0,13,3094,71.62037037,439,0,13,1055,297,0,13,47,75,124,148,0,13,124,148
1400000US22071001748,"Census Tract 17.48, Orleans Parish, Louisiana",4389,588,258,5.878332194,140,3960,90.22556391,584,0,13,171,119,0,13,0,13,0,13,0,13,0,13
1400000US22071001749,"Census Tract 17.49, Orleans Parish, Louisiana",3113,346,116,3.726309027,79,1378,44.26598137,304,39,50,1464,249,0,13,111,104,5,10,0,13,5,10
1400000US22071001750,"Census Tract 17.50, Orleans Parish, Louisiana",3484,743,140,4.01836969,84,1497,42.96785304,469,5,9,1286,351,0,13,556,576,0,13,0,13,0,13
1400000US22071001751,"Census Tract 17.51, Orleans Parish, Louisiana",725,187,111,15.31034483,55,586,80.82758621,181,0,13,15,26,0,13,13,17,0,13,0,13,0,13
1400000US22071001800,"Census Tract 18, Orleans Parish, Louisiana",1409,211,1095,77.71469127,154,111,7.877927608,82,0,13,20,22,0,13,100,119,83,51,0,13,83,51
1400000US22071001900,"Census Tract 19, Orleans Parish, Louisiana",1323,306,444,33.5600907,144,814,61.52683296,264,36,51,14,16,0,13,0,13,15,16,0,13,15,16
1400000US22071002000,"Census Tract 20, Orleans Parish, Louisiana",1298,163,226,17.41140216,71,1012,77.96610169,176,0,13,5,8,0,13,13,18,42,41,0,13,42,41
1400000US22071002100,"Census Tract 21, Orleans Parish, Louisiana",1376,260,116,8.430232558,73,1213,88.15406977,251,0,13,0,13,0,13,9,7,38,41,0,13,38,41
1400000US22071002200,"Census Tract 22, Orleans Parish, Louisiana",1736,314,162,9.331797235,91,1511,87.03917051,303,8,13,0,13,0,13,28,45,27,30,0,13,27,30
1400000US22071002300,"Census Tract 23, Orleans Parish, Louisiana",2415,353,204,8.447204969,229,2161,89.48240166,288,0,13,18,27,0,13,20,24,12,10,0,13,12,10
1400000US22071002401,"Census Tract 24.01, Orleans Parish, Louisiana",2347,310,414,17.63953984,186,1768,75.33020878,365,0,13,17,24,0,13,53,65,95,92,0,13,95,92
1400000US22071002402,"Census Tract 24.02, Orleans Parish, Louisiana",3255,483,137,4.20890937,73,2984,91.67434716,497,0,13,0,13,0,13,75,53,59,49,18,28,41,43
1400000US22071002501,"Census Tract 25.01, Orleans Parish, Louisiana",2352,270,277,11.77721088,90,1897,80.6547619,254,0,13,63,89,0,13,35,39,80,56,4,7,76,56
1400000US22071002502,"Census Tract 25.02, Orleans Parish, Louisiana",2533,357,119,4.697986577,59,2363,93.2885906,367,0,13,0,13,0,13,37,38,14,17,7,13,7,10
1400000US22071002503,"Census Tract 25.03, Orleans Parish, Louisiana",2114,204,591,27.95648061,103,1346,63.67076632,158,0,13,5,7,0,13,114,138,58,53,0,13,58,53
1400000US22071002504,"Census Tract 25.04, Orleans Parish, Louisiana",2979,426,732,24.57200403,127,2121,71.19838872,416,9,13,43,57,0,13,55,43,19,20,0,13,19,20
1400000US22071002600,"Census Tract 26, Orleans Parish, Louisiana",1608,346,1280,79.60199005,218,293,18.22139303,301,0,13,27,34,0,13,0,13,8,12,0,13,8,12
1400000US22071002700,"Census Tract 27, Orleans Parish, Louisiana",1516,307,493,32.51978892,148,1016,67.01846966,334,3,6,0,13,0,13,0,13,4,7,0,13,4,7
1400000US22071002800,"Census Tract 28, Orleans Parish, Louisiana",1623,248,122,7.516943931,76,1471,90.63462723,234,0,13,0,13,0,13,15,22,15,17,8,14,7,10
1400000US22071002900,"Census Tract 29, Orleans Parish, Louisiana",969,217,222,22.91021672,95,672,69.3498452,201,0,13,19,28,0,13,0,13,56,61,0,13,56,61
1400000US22071003000,"Census Tract 30, Orleans Parish, Louisiana",1212,321,40,3.300330033,47,1064,87.78877888,311,0,13,0,13,0,13,31,49,77,98,0,13,77,98
1400000US22071003100,"Census Tract 31, Orleans Parish, Louisiana",1468,271,267,18.1880109,172,1190,81.0626703,249,0,13,0,13,0,13,6,9,5,9,5,9,0,13
1400000US22071003301,"Census Tract 33.01, Orleans Parish, Louisiana",2222,256,883,39.7389739,91,1162,52.29522952,265,0,13,123,81,0,13,24,29,30,23,0,13,30,23
1400000US22071003302,"Census Tract 33.02, Orleans Parish, Louisiana",3268,330,495,15.14687882,82,2702,82.68053856,344,0,13,1,4,0,13,53,57,17,24,1,3,16,24
1400000US22071003303,"Census Tract 33.03, Orleans Parish, Louisiana",2413,346,504,20.88686283,143,1753,72.64815582,352,0,13,98,92,0,13,58,42,0,13,0,13,0,13
1400000US22071003304,"Census Tract 33.04, Orleans Parish, Louisiana",2656,361,282,10.61746988,110,2278,85.76807229,363,10,15,3,5,0,13,34,49,49,53,8,11,41,53
1400000US22071003307,"Census Tract 33.07, Orleans Parish, Louisiana",1382,259,42,3.039073806,27,1330,96.23733719,264,5,10,0,13,0,13,0,13,5,6,0,13,5,6
1400000US22071003308,"Census Tract 33.08, Orleans Parish, Louisiana",3710,462,387,10.43126685,176,3228,87.00808625,452,0,13,20,21,0,13,27,33,48,56,22,37,26,32
1400000US22071003400,"Census Tract 34, Orleans Parish, Louisiana",1460,304,543,37.19178082,127,847,58.01369863,281,0,13,0,13,0,13,11,16,59,63,0,13,59,63
1400000US22071003500,"Census Tract 35, Orleans Parish, Louisiana",1411,247,175,12.40255138,71,1198,84.90432318,253,0,13,1,3,0,13,0,13,37,29,26,26,11,13
1400000US22071003600,"Census Tract 36, Orleans Parish, Louisiana",1461,214,340,23.27173169,68,1064,72.82683094,197,0,13,0,13,0,13,4,7,53,60,5,7,48,63
1400000US22071003701,"Census Tract 37.01, Orleans Parish, Louisiana",1876,281,700,37.31343284,160,1042,55.54371002,266,0,13,15,22,0,13,52,56,67,51,13,21,54,47
1400000US22071003702,"Census Tract 37.02, Orleans Parish, Louisiana",3486,460,1453,41.68100975,237,1785,51.20481928,379,0,13,55,51,0,13,54,51,139,77,16,20,123,79
1400000US22071003800,"Census Tract 38, Orleans Parish, Louisiana",1284,218,1218,94.85981308,204,53,4.127725857,70,0,13,13,20,0,13,0,13,0,13,0,13,0,13
1400000US22071003900,"Census Tract 39, Orleans Parish, Louisiana",1053,193,531,50.42735043,116,415,39.41120608,117,2,4,0,13,0,13,0,13,105,71,0,13,105,71
1400000US22071004000,"Census Tract 40, Orleans Parish, Louisiana",2073,339,800,38.59141341,196,1269,61.21562952,291,0,13,4,7,0,13,0,13,0,13,0,13,0,13
1400000US22071004100,"Census Tract 41, Orleans Parish, Louisiana",1501,191,1339,89.2071952,180,139,9.260493005,89,0,13,5,7,0,13,5,8,13,13,0,13,13,13
1400000US22071004401,"Census Tract 44.01, Orleans Parish, Louisiana",984,150,354,35.97560976,115,523,53.1504065,110,0,13,16,27,0,13,68,69,23,28,10,16,13,17
1400000US22071004402,"Census Tract 44.02, Orleans Parish, Louisiana",480,387,70,14.58333333,112,410,85.41666667,345,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22071004500,"Census Tract 45, Orleans Parish, Louisiana",2433,338,1468,60.33703247,250,939,38.59432799,317,0,13,7,12,0,13,7,11,12,18,0,13,12,18
1400000US22071004600,"Census Tract 46, Orleans Parish, Louisiana",2736,226,2438,89.10818713,223,104,3.801169591,77,0,13,44,40,0,13,50,79,100,84,0,13,100,84
1400000US22071004800,"Census Tract 48, Orleans Parish, Louisiana",389,72,12,3.084832905,16,377,96.9151671,72,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US22071004900,"Census Tract 49, Orleans Parish, Louisiana",1546,315,443,28.6545925,120,1033,66.81759379,307,1,2,23,27,0,13,11,17,35,35,0,13,35,35
1400000US22071005000,"Census Tract 50, Orleans Parish, Louisiana",1077,186,484,44.93964717,105,479,44.47539461,153,0,13,30,27,0,13,27,22,57,59,6,9,51,59
1400000US22071005400,"Census Tract 54, Orleans Parish, Louisiana",1638,210,1243,75.88522589,163,278,16.97191697,142,0,13,0,13,0,13,51,61,66,51,0,13,66,51
1400000US22071005500,"Census Tract 55, Orleans Parish, Louisiana",2738,222,2382,86.99780862,254,161,5.880204529,165,24,39,115,130,0,13,0,13,56,37,0,13,56,37
1400000US22071005601,"Census Tract 56.01, Orleans Parish, Louisiana",2507,206,2418,96.44994017,207,49,1.954527323,46,0,13,11,16,0,13,23,25,6,9,0,13,6,9
1400000US22071005602,"Census Tract 56.02, Orleans Parish, Louisiana",2589,169,2385,92.12050985,158,74,2.858246427,63,0,13,88,84,0,13,0,13,42,39,15,15,27,36
1400000US22071005603,"Census Tract 56.03, Orleans Parish, Louisiana",1739,153,1487,85.50891317,141,117,6.7280046,98,0,13,81,67,0,13,21,32,33,23,15,15,18,16
1400000US22071005604,"Census Tract 56.04, Orleans Parish, Louisiana",1553,143,1351,86.99291693,136,88,5.666452028,105,38,42,64,60,0,13,0,13,12,20,0,13,12,20
1400000US22071006000,"Census Tract 60, Orleans Parish, Louisiana",2511,515,511,20.35045798,209,1729,68.85702907,431,0,13,74,65,0,13,95,141,102,122,0,13,102,122
1400000US22071006300,"Census Tract 63, Orleans Parish, Louisiana",1409,165,809,57.41660752,155,485,34.42157559,120,0,13,10,18,0,13,69,54,36,33,7,11,29,31
1400000US22071006400,"Census Tract 64, Orleans Parish, Louisiana",2141,220,1669,77.954227,221,366,17.09481551,155,0,13,20,20,0,13,0,13,86,73,0,13,86,73
1400000US22071006500,"Census Tract 65, Orleans Parish, Louisiana",2750,307,1622,58.98181818,213,885,32.18181818,307,0,13,22,23,0,13,138,144,83,40,0,13,83,40
1400000US22071006900,"Census Tract 69, Orleans Parish, Louisiana",1265,266,0,0,13,1243,98.26086957,265,0,13,0,13,0,13,6,10,16,19,7,10,9,16
1400000US22071007000,"Census Tract 70, Orleans Parish, Louisiana",2153,388,238,11.05434278,156,1820,84.53320948,403,6,10,51,38,0,13,23,23,15,19,0,13,15,19
1400000US22071007101,"Census Tract 71.01, Orleans Parish, Louisiana",2783,230,564,20.26590011,129,2152,77.32662594,208,0,13,28,24,0,13,4,8,35,29,11,20,24,21
1400000US22071007200,"Census Tract 72, Orleans Parish, Louisiana",2964,426,405,13.66396761,208,2500,84.34547908,446,0,13,20,26,9,12,0,13,30,33,0,13,30,33
